segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
316,1,1,CADC0884,5,115,23,0.7848840354237445,0.2231831541842695,0.4724226435981551,-1.1967720309625747,-0.006045466903102132,0,1,1,7,7,0.0001221887358503869,0.00040856773971792134,625,115,0.0019407230798632131,0.009703615399316065
317,0,1,CADC0884,5,485,102,0.7842573078296455,0.21039919758982042,0.45869292297769365,-1.2018970142978518,0.0031478504689363123,0,1,1,36,37,0.0001393185794124845,0.00045109475422442464,2425,510,0.0004338127785357122,0.0020627372312727495
318,1,1,CADC0884,5,500,103,0.7857446929285116,0.20975777981534663,0.4579932093550587,-1.2035298297433394,-0.00025188653023058507,0,1,1,32,34,0.00012747123426844916,0.0004011176068140932,2500,515,0.00041951555963069327,0.0020364832991781228
319,1,1,CADC0884,5,310,63,1.2870833527894696,4.039699256431086,2.0099003100728865,-1.5137060597866372,-0.01092787496636209,3,3,2,2,3,0.33877817727089876,0.03159220142772946,1550,315,0.013031287923971244,0.06412221041954104
320,0,1,CADC0884,5,170,35,0.971724293316446,0.25594619585601946,0.5059112529446439,-1.0920237469718401,-0.4924067464111941,1,1,1,1,11,0.010569107298220633,0.00034668369972216847,850,175,0.0015055658579765851,0.007312748453029127
321,0,1,CADC0884,5,555,106,0.784280058999205,0.20913826005647346,0.4573163675798992,-1.2043810038577394,-0.0024986971272840624,0,1,1,32,36,0.0001283262687325343,0.0003861518099893367,3375,530,0.00037682569379544765,0.001973002453362957
322,0,1,CADC0884,5,515,88,0.7849780152519679,0.2098209759678695,0.4580621966151207,-1.1896956219419008,0.000544137601861236,0,1,1,29,29,0.00013664405324011018,0.0004149368288566823,3375,440,0.00040741937081139706,0.0023843292723621534
323,1,1,CADC0884,5,320,53,0.45143636814599936,0.30581324770033935,0.5530038405837154,-0.6257261353445762,0.9821822420409363,1,2,2,1,2,0.03693113125359285,0.07569808808881727,2200,265,0.0009556663990635605,0.005770061277364893
324,0,1,CADC0884,5,655,117,0.7850383871561217,0.20973810936945617,0.45797173424727444,-1.1909502621617376,0.003229373771828926,0,1,1,38,42,0.00012408668518523942,0.00038663260349930373,4025,585,0.0003202108539991697,0.0017926334134141552
325,1,1,CADC0884,5,555,112,0.33453617124322355,1.4227672376043248,1.1927980707581334,-0.1839726776858912,0.6686585627821257,2,2,2,1,2,0.08408912516632033,0.1365457054692638,2775,560,0.0025635445722600445,0.01270327890718147
326,0,1,CADC0884,5,80,17,0.9390232032307396,0.28015065489477226,0.5292925985641328,-1.1533948004748755,-0.46009341593946756,1,1,1,0,3,0.04714444059191156,0.0007556494520592035,400,85,0.003501883186184653,0.01647945028792778
327,0,1,CADC0884,5,365,74,0.3505963192475029,0.028739579818111316,0.16952751935338203,0.5074868139633626,-1.5793538755672105,0,1,1,1,2,0.005130321928593703,0.007795120595813518,1825,370,7.87385748441406e-05,0.0003883727002447475
328,0,1,CADC0884,5,555,112,0.9919087491986429,0.2407897565742543,0.4907033284727691,-1.0809776884425306,-0.49134035041888685,1,1,1,25,38,0.001095504610648851,0.0002993581896427828,2775,560,0.00043385541725090866,0.0021499085408415563
329,0,1,CADC0884,5,545,115,0.35184363767380183,0.2280398405586851,0.4775351720645141,1.0171137152996206,1.4658545930967755,1,2,2,1,2,0.021627994282542518,0.043590547880828966,2725,575,0.0004184217257957525,0.001982955135292914
330,0,1,CADC0884,5,425,81,0.5083018184937952,0.38100755503232253,0.6172580943433003,-1.5475560929138361,0.5562406522401856,1,1,1,1,2,0.012716076437320274,0.02567046423832592,2675,405,0.0008964883647819353,0.004703796975707685
331,0,1,CADC0884,5,425,86,0.9885826432407891,0.2439548611674517,0.4939178688481028,-1.0840009720381731,-0.48829275245425663,1,1,1,17,28,0.0018141400168214734,0.0004002920204255431,2125,430,0.0005740114380410628,0.002836684432179671
332,0,1,CADC0884,5,565,114,0.6566308398044144,0.2990105962861948,0.5468186136976272,-1.3977655070380226,0.1811288860162334,2,2,2,1,2,0.03583593593048095,0.07144583319524997,2825,570,0.0005292222943118492,0.0026228999674227614
333,1,1,CADC0884,5,355,62,0.2931778419818135,0.1947325166766252,0.4412850741602589,2.1020003677484835,1.7390041206782354,1,1,1,1,4,0.050810494837763114,0.10236927781339114,2325,310,0.0005485423004975358,0.003140847043171374
334,0,0,CADC0884,5,360,73,0.7857368203009489,0.21166794122738306,0.46007384323321737,-1.196441999452848,-0.003017248700300307,0,1,1,22,25,0.00012867889399847198,0.0003820534200743468,1800,365,0.0005879665034093974,0.0028995608387312748
335,1,1,CADC0884,5,430,80,0.8910970572199354,0.6563122784472268,0.8101310254812037,22.36846506294434,3.796024671562928,1,2,2,1,2,0.4167336471319721,0.8955345104928116,2500,400,0.0015263076242958765,0.008203903480590335
336,0,1,CADC0884,5,275,57,0.4233384975045007,6.555460355671734e-05,0.00809657974435609,-0.2198734928058652,-0.017849143167295165,13,1,1,21,21,0.00010848455946254698,0.00033037408677688925,1375,285,2.3838037656988126e-07,1.150080764152936e-06
337,0,1,CADC0884,5,145,28,0.12918304784411136,0.010826375225129034,0.1040498689337427,-1.803928027017713,-0.4309090107000206,0,1,1,1,1,0.0031593418536537544,0.004986376367448993,875,140,7.466465672502782e-05,0.00038665625804032265
338,0,0,CADC0884,5,395,80,0.7286844906802088,0.42365217728815124,0.6508856868054107,-1.7407338091079525,0.07577922033761508,2,1,1,1,1,0.027020149780032626,0.05182679489296365,1975,400,0.001072537157691522,0.00529565221610189
339,0,1,CADC0884,5,630,127,0.39414228449914857,0.1913584914628656,0.43744541540958637,-1.149479302256653,0.6179963837418591,2,2,2,1,2,0.024720896734585298,0.049088116638754994,3150,635,0.00030374363724264383,0.0015067597752981543
340,0,1,CADC0884,5,280,57,0.394175969490399,0.26533718972802434,0.515108910550016,-0.35929599916336574,1.0398510822254665,2,2,1,1,2,0.04966822591167287,0.0975516582753101,1400,285,0.0009476328204572297,0.004655038416281129
341,0,0,CADC0884,5,160,33,0.967692755371551,0.2569306040966213,0.506883225306008,-1.1104263997882204,-0.474787555531305,1,1,1,0,10,0.011864359927273643,0.00035789659791693527,800,165,0.001605816275603883,0.007785775881715796
342,0,0,CADC0884,5,445,90,0.784727981445853,0.2092105462232183,0.45739539374945426,-1.2003938559925613,0.006602520713083534,0,1,1,28,28,0.00012468869184828753,0.0003673991631347117,2225,450,0.00047013605892858045,0.0023245616247024254
343,0,0,CADC0884,5,295,51,0.7863492142666157,0.2156437274778515,0.4643745551576351,-1.2068068697114955,-0.004261620490934737,0,1,1,16,17,0.00010246856467179354,0.0003220174229409158,1925,255,0.0007309956863655983,0.0042283083819186565
344,0,0,CADC0884,5,280,57,0.26129520121718336,0.09096313098465775,0.3016009465911169,-0.9543533015609271,0.7285320401291986,1,1,1,1,1,0.014421209630169931,0.02875394426630205,1400,285,0.00032486832494520623,0.0015958444032396096
345,1,1,CADC0888,5,105,22,0.9055474015229791,0.15155484881496292,0.38930046084607056,0.683871812842979,-1.5401372538332396,0,1,1,0,1,0.03183121041463649,0.06605946310127614,525,110,0.0014433795125234565,0.006888856764316497
346,0,1,CADC0888,5,85,18,0.6508275358862601,0.15673892064796746,0.3959026656237205,-1.2111569783229568,-0.009743900438374595,0,1,1,6,6,0.00013623888447380263,0.0004785252990091715,425,90,0.0018439873017407936,0.00870771781377597
347,1,1,CADC0888,5,285,60,0.3622036300489318,0.2673852158483021,0.5170930437051944,-0.5830920896105343,1.1147612734636458,1,2,2,1,2,0.029866665437113974,0.061629609919740654,1425,300,0.0009381937398186039,0.004456420264138368
348,1,1,CADC0888,5,35,8,0.8817907466301919,0.12659094461264828,0.35579621219547614,1.9692404444272764,-1.6701515907245252,0,1,1,1,1,0.09884960968841819,0.13420310226823662,175,40,0.003616884131789951,0.015823868076581035
349,0,0,CADC0888,5,270,57,0.6600545027699138,0.26792491696546966,0.51761464137471,-1.6798836903088734,-0.07655641228329298,2,1,1,1,2,0.02764270393947307,0.052176742496755475,1350,285,0.0009923145072795172,0.004700437139745082
350,0,1,CADC0888,5,150,32,0.4053345177458112,0.18938715603299705,0.4351863463310827,-1.0233361448061815,0.6381013158013626,2,2,1,1,2,0.07821268077034725,0.15822982392062088,750,160,0.0012625810402199804,0.005918348626031158
351,0,1,CADC0888,5,200,41,0.6511569835065496,0.1469046981692299,0.3832814868595011,-1.199840494014267,-0.010652380644290724,0,1,1,13,13,9.679195628305993e-05,0.00032251877764392407,1000,205,0.0007345234908461496,0.003583041418761705
352,0,1,CADC0888,5,350,71,0.6510419445591827,0.14536731389677893,0.38127065700992374,-1.201091578783769,-0.006952954380623636,0,1,1,17,18,7.12677999867052e-05,0.00020416152931173633,1750,355,0.0004153351825622255,0.002047426956292661
353,0,1,CADC0888,5,275,56,0.3577811372525178,0.2148479637323407,0.463516950857615,-0.5930832943959112,1.0355243660135334,1,2,3,1,2,0.02247543578212127,0.045429918314805924,1375,280,0.000781265322663057,0.003836570780934655
354,0,1,CADC0888,5,145,30,0.8823969221037147,2.6655782431193866e-05,0.005162923825817486,-1.165515599899269,0.14549921538566365,7,1,1,7,8,5.452659218483694e-05,0.0001695846921550853,725,150,1.8383298228409563e-07,8.885260810397955e-07
355,0,1,CADC0888,5,365,74,0.28834510492996035,0.07879004617251173,0.28069564687132526,-1.995998139360656,-0.05319447512890134,0,2,2,1,2,0.0089134768566694,0.018230334270516405,1825,370,0.00021586314019866228,0.0010647303536825909
356,0,0,CADC0888,5,280,47,1.001532324373575,4.50185605146051e-05,0.006709587208957426,-0.5597452123597959,-0.24644631385188803,13,1,1,13,14,7.813838814799293e-05,0.00021017357484394878,1900,235,1.607805732664468e-07,9.578417130767043e-07
357,0,1,CADC0888,5,185,38,0.8069416013180749,0.17310392061512292,0.4160575929064664,-1.0960459812519852,-0.48438171201601404,1,1,1,0,9,0.006092915831692467,0.0003405955397226279,925,190,0.0009356968681898536,0.004555366331976919
358,0,1,CADC0888,5,215,44,0.3902658435334526,0.15808934844356456,0.397604512604629,-1.2873911091136645,0.46873532694509484,2,2,2,1,2,0.05906162784538819,0.11817704599403701,1075,220,0.0007352992950863468,0.00359293973735374
359,0,0,CADC0888,5,235,43,0.469221516276256,0.2714779903264067,0.5210354981442308,-1.5062666035829868,0.4404163618786199,1,1,1,1,3,0.0469899017115501,0.09281631483288372,1425,215,0.0011552254907506666,0.00631344163549783
360,0,1,CADC0888,5,275,45,0.8108389976136944,0.17345879965831906,0.4164838528182324,-1.091644237213284,-0.4806559372206255,1,1,1,6,17,0.004455359041187504,0.00040650772645578834,1925,225,0.0006307592714847966,0.00385463999240709
361,0,1,CADC0888,5,235,40,0.6501550651961165,0.14981572551752514,0.3870603641778956,-1.19926352752874,0.002918748101886274,0,1,1,12,13,0.00011300990456918228,0.00035210323823660485,1575,200,0.00063751372560649,0.0037453931379381284
362,0,1,CADC0888,5,350,71,0.662133087548248,3.159185664027849e-05,0.005620663363009609,-0.710735677136483,0.23837447250870697,19,1,1,21,22,5.899140199536313e-05,0.00016504583446003262,1750,355,9.026244754365284e-08,4.4495572732786607e-07
363,0,1,CADC0888,5,190,39,0.4671913230017405,0.24609992624913765,0.4960845958595546,-1.6001522539229298,0.41666619303235125,1,1,1,1,2,0.018456967147272726,0.03752050834133644,950,195,0.0012952627697323034,0.006310254519208657
364,0,1,CADC0888,5,330,67,0.6507453232173922,0.14607960645061274,0.3822036190966966,-1.2034005871267999,-0.001305640190363713,0,1,1,21,26,8.625486097945919e-05,0.00025318652385270636,1650,335,0.0004426654740927659,0.002180292633591235
365,0,0,CADC0888,5,255,52,0.813570239124094,0.17085235453269687,0.41334290187772293,-1.088010068571712,-0.48654960223364235,1,1,1,6,19,0.0033040910214596404,0.00030025270798142537,1275,260,0.0006700092334615563,0.003285622202551863
366,0,0,CADC0888,5,265,55,0.44023053909905924,0.26707105882189597,0.516789182183505,-1.6504999890010317,0.4438243083768524,0,1,1,1,1,0.011065305778974778,0.022775179166165664,1325,275,0.0010078153163090415,0.004855837433125381
367,1,1,CADC0888,5,260,49,1.3841992451379865,1.583217846920264,1.2582598487277037,-1.8589618245243444,-0.07881932267869138,1,1,1,1,2,0.20824357768393406,0.4257888596158871,1500,245,0.006089299411231785,0.032310568304495184
368,1,1,CADC0888,5,75,16,0.5331940533171717,7.848641105013796e-05,0.008859255671338195,-0.8454490200181377,-0.13664173764419998,4,1,1,4,3,0.00022077744428152868,0.0007161640176016306,375,80,1.046485480668506e-06,4.905400690633622e-06
369,0,1,CADC0888,5,285,58,0.6497946371613305,0.14577601179001712,0.38180624901907656,-1.1947979795962729,0.0010584393345084058,0,1,1,19,20,8.852915528506438e-05,0.00028761137921020117,1425,290,0.0005114947782105864,0.0025133795136209848
370,1,1,CADC0888,5,155,32,0.6933289595692529,0.9625967320586759,0.9811201415008642,2.9805069791948204,1.4528802597589305,3,4,2,5,6,1.1330967508171266,2.6304932093609805,775,160,0.0062103014971527475,0.030081147876833622
371,0,1,CADC0888,5,295,60,0.8159365240043199,0.17044449459451147,0.41284923954697006,-1.0820412520778053,-0.4853652568551624,1,1,1,11,21,0.0025149969435298235,0.0003482673253829687,1475,300,0.000577777947778005,0.002840741576575191
372,1,1,CADC0888,5,215,44,0.2404261741221532,0.03305871460692051,0.18182055606262046,-1.6779676314496565,-0.564376685835797,0,2,1,1,2,0.006785787989034416,0.013963431716653015,1225,220,0.00015376146328800237,0.000751334422884557
373,0,0,CADC0888,5,125,26,0.6488749322806894,0.15202837348034023,0.38990816031514425,-1.205152268516507,0.0005032465286390898,0,1,1,7,8,4.770206656079399e-05,0.00014295748984233608,625,130,0.0012162269878427218,0.00584724513385924
374,1,1,CADC0888,5,345,63,0.31066758139923295,0.6305677687879523,0.794082973490776,1.2592339723859043,-1.1229967625376724,0,1,1,1,2,0.05570913708009382,0.11696460892534666,2075,315,0.001827732663153485,0.010009012202983369
375,0,1,CADC0888,5,115,16,0.6505511554299193,0.1616408555575251,0.4020458376323838,-1.2218394333202456,0.010047648619815516,0,1,1,4,3,8.197795635133964e-05,0.0002457676538895722,975,80,0.0014055726570219576,0.01010255347234532
376,1,1,CADC0888,5,217,30,0.5394620463038698,0.2252721270159251,0.4746284094066906,-1.5265821263838153,0.11251316315550634,0,1,1,2,2,0.009261486085847112,0.02057935444467556,6629,150,0.0010381204009950466,0.007509070900530837
377,1,0,CADC0888,5,135,28,0.5316778354294536,2.470952257003624e-05,0.004970867386084268,3.4982934693415615,-1.085240754379264,4,1,1,4,3,3.227048416191932e-05,7.40971608182393e-05,675,140,1.8303350051878696e-07,8.824829489298658e-07
378,1,1,CADC0888,5,220,47,0.2525228668989452,0.03294243998116661,0.18150052336334077,-1.5462224713278576,-0.6706443765025364,0,1,1,1,2,0.0064831022705765734,0.013295778673727589,1100,235,0.00014973836355075732,0.0007009029783226938
379,0,1,CADC0888,5,170,35,0.6528237587878299,0.14876821900596293,0.3857048340453655,-1.2082292320687573,-0.0018875206274775104,0,1,1,11,11,8.658393598516399e-05,0.0002486734093027052,850,175,0.0008751071706233113,0.0042505205430275125
380,0,1,CADC0888,5,385,78,0.8179136091399243,0.16713068390867866,0.40881619819752574,-1.0728949388440452,-0.49570757553347283,1,1,1,17,27,0.001487338164514522,0.0002418725518116142,1925,390,0.00043410567249007443,0.0021427010757522906
381,0,1,CADC0888,5,240,55,0.9246045440848165,3.843978786030632e-05,0.006199982891936583,0.657731715731082,0.011873920455381253,13,1,1,15,15,8.259011043124468e-05,0.00024555440416210595,1200,275,1.6016578275127633e-07,6.989052338237513e-07
382,0,1,CADC0888,5,295,60,0.6489667359038724,0.14532483767581217,0.38121494943904305,-1.1941024967160347,-0.004073257276137634,0,1,1,20,20,0.00011797531075863852,0.00038060319739811606,1475,300,0.0004926265683925837,0.0024220806279302027
383,0,1,CADC0888,5,50,8,0.7122004555870174,0.23218396339752112,0.48185471191794016,-1.3399304879522977,-0.36460872881838485,1,1,1,0,0,0.16682505930940053,0.003980759942659504,400,40,0.004643679267950423,0.02902299542469014
384,0,1,CADC0888,5,260,48,0.8192049094261579,0.08215123522569305,0.2866203677788671,2.1980803156860027,-1.1869900109001248,0,1,1,0,1,0.009402204261976084,0.019146732490612935,1550,240,0.00031596628932958865,0.0017114840672019386
385,1,1,CADC0888,5,295,57,0.8137176053910612,0.17004555888307638,0.4123658071216337,-1.0829218215070662,-0.4924506473892566,1,1,1,5,17,0.00272896822448711,0.00025869105602585975,1625,285,0.0005764256233324622,0.00298325541900134
386,0,1,CADC0888,5,35,8,0.3079338149251418,0.14876912067158543,0.38570600289804335,2.862972756030972,2.1397136435331667,0,1,1,0,0,0.15024987384357774,0.19232686606009733,175,40,0.004250546304902441,0.01859614008394818
387,0,1,CADC0888,5,185,38,0.6503543114039454,0.14839379977552003,0.3852191581107046,-1.206993383802382,0.002006916043329562,0,1,1,14,13,5.290399517610455e-05,0.0001646910202943118,925,190,0.0008021286474352434,0.0039050999940926324
388,1,1,CADC0888,5,365,63,-0.2746894849324342,0.11641691869759921,0.34119923607417296,-0.7315094437250864,-0.017002537580042734,1,1,0,1,3,0.03430053185317554,0.07134421566682594,2375,315,0.00031895046218520333,0.0018478875983745906
389,0,1,CADC0888,5,210,43,0.8109215169985892,0.17202422533776654,0.4147580322763702,-1.0892956158727185,-0.49182199651262276,1,1,1,0,14,0.004781567638423048,0.000157009607677533,1050,215,0.0008191629777988883,0.004000563379948059
390,0,0,CADC0888,5,225,47,0.6207527721618543,0.15936144297356966,0.399201005727152,-1.3957436669902576,0.14340426928884364,0,1,1,5,4,0.0017824615609412448,0.0036958271045057344,1125,235,0.0007082730798825318,0.0033906689994376523
391,1,1,CADC0888,5,310,63,0.4082011483858344,1.711517900849816,1.308249938218923,9.439268033787648,1.3695084744626476,1,2,3,3,4,2.0545490217972042,5.376948192370034,1550,315,0.00552102548661231,0.027166950807139937
392,0,0,CADC0888,5,160,28,0.491870646981262,0.2859129302641835,0.5347082665006999,-1.56362384355603,0.41888404042821786,1,1,2,1,1,0.06669793235775084,0.1260955899113026,1050,140,0.001786955814151147,0.010211176080863697
393,1,0,CADC0888,5,125,26,0.19176377581309634,7.334150188450095e-05,0.008563965313130415,-0.6636856807103908,-0.1938840473438329,7,1,1,7,7,0.00014289426869332653,0.000386436868497352,625,130,5.867320150760076e-07,2.8208269955577288e-06
394,0,1,CADC0888,5,235,48,0.8115100959848097,0.17162941980260452,0.41428181205865716,-1.0801330397610547,-0.48551762786806024,1,1,1,4,15,0.0038619618281313254,0.0002827986257706845,1175,240,0.0007303379566068278,0.0035756129125542606
395,0,1,CADC0888,5,120,18,0.5678780039463373,0.23306159759671263,0.48276453639089173,-1.5777162326521912,-0.028457849328066127,0,1,0,1,1,0.01545419916476984,0.034120883165911504,950,90,0.0019421799799726053,0.012947866533150701
396,0,1,CADC0888,5,225,46,0.593282092479229,4.139535071469833e-05,0.006433921876639343,0.24865348465118275,-0.3284991076329387,10,1,1,11,14,9.381393368107377e-05,0.00027843144917688513,1125,230,1.8397933650977035e-07,8.998989285803985e-07
397,1,0,CADC0888,5,65,14,0.3897220207416923,2.45549448999915,1.5670017517536954,-1.394899299423547,0.002400245499453493,5,4,3,4,4,8.842188400491573,32.883513861475706,325,70,0.03777683830767923,0.17539246357136787
398,1,1,CADC0888,5,90,19,0.27129563417852576,0.15234197355044427,0.3903100992165643,1.6892892466945106,1.6419511604971981,1,1,1,1,2,0.09966332974017965,0.21057166859104745,450,95,0.0016926885950049363,0.008017998607918119
399,0,0,CADC0888,5,350,70,0.8163585593677952,0.16803077998790453,0.40991557665927325,-1.0783097622426032,-0.4916157392525638,1,1,1,9,25,0.0018372888664457173,0.0002701249071842776,1800,350,0.00048008794282258435,0.002400439714112922
400,0,1,CADC0888,5,205,42,0.25789393352594775,4.626615820342405e-05,0.006801923125368593,-0.6441534186425488,-0.05026019480019306,10,1,1,11,14,8.932765739491886e-05,0.00022627839689657683,1025,210,2.2568857660206853e-07,1.1015751953196201e-06
401,0,1,CADC0888,5,500,83,0.8195809426210041,0.16586150586020215,0.4072609800363916,-1.061455180406049,-0.4981697831657216,1,1,1,11,25,0.001309660084318978,0.00022005178517228933,3400,415,0.0003317230117204043,0.00199833139590605
402,0,1,CADC0888,5,225,46,0.6512455024363828,0.14715651450021094,0.38360984671956866,-1.1995934366065837,0.00037917689025953976,0,1,1,15,15,9.179830932973292e-05,0.0002956071642111148,1125,230,0.0006540289533342709,0.003199054663048064
403,0,1,CADC0888,5,415,84,0.6655255722235413,0.13844818826763677,0.3720862645511613,-0.48827699698381677,-1.2289618315761905,0,2,2,1,2,0.018743709025369686,0.038218697077959746,2075,420,0.00033361009221117297,0.0016481927174718664
404,0,0,CADC0888,5,230,47,0.46057312938269984,0.26399032350578294,0.5137998866346537,-1.6940736496427737,0.3543046707267378,0,1,1,1,1,0.011295890427198392,0.022879952351742953,1150,235,0.0011477840152425344,0.005616815393740063
405,0,1,CADC0888,5,285,61,0.4491793552730601,0.23988079344962063,0.48977626876934394,-1.2522244147640635,0.59815240771403,2,1,1,1,2,0.03414402885327342,0.06802603756060066,1425,305,0.0008416869945600723,0.003932472023764273
406,0,0,CADC0888,5,210,43,0.8309383860985059,0.1520043265390669,0.3898773224221523,-0.8894890349984981,-0.4991586610822906,1,1,1,1,2,0.009157057845552666,0.005787478754870706,1050,215,0.000723830126376509,0.0035349843381178346
407,0,1,CADC0888,5,275,56,0.6517690498957018,0.14631541294401376,0.38251197751706256,-1.2021878425132404,-0.004198811147931127,0,1,1,19,21,5.742620376165465e-05,0.00017806395371171345,1375,280,0.000532056047069141,0.002612775231143103
408,0,0,CADC0888,5,155,32,0.8023276003056008,0.17627056327417073,0.41984588038251697,-1.0987074899085503,-0.476424899966583,1,1,1,0,12,0.00877602365934162,0.0004325597214933475,775,160,0.0011372294404785209,0.005508455102317835
409,0,1,CADC0888,5,85,18,0.6510560471981037,0.15934477796535562,0.3991801322277395,-1.2055391267454414,0.002919657641344898,0,1,1,4,5,3.725558989494435e-05,0.00010043437893218933,425,90,0.0018746444466512426,0.00885248766474198
410,0,1,CADC0888,5,35,8,0.909561117279984,0.11822602335332821,0.34384011306612877,3.138984546123547,-2.2662461203601842,0,1,1,1,1,0.30456532659616636,1.0595052387964177,175,40,0.0033778863815236634,0.014778252919166027
411,0,1,CADC0888,5,230,50,0.8114129318298464,0.17033578486207268,0.41271756064174525,-1.0843330642037448,-0.47828725096939023,1,1,1,4,16,0.0035583905355460084,0.00031371190225887514,1150,250,0.0007405903689655334,0.0034067156972414536
412,0,0,CADC0888,5,120,25,0.7964254143878742,0.1821032216999184,0.4267355407039803,-1.0994865740053044,-0.48154971330564217,1,1,1,0,8,0.014610604674174821,0.0002356193884736774,600,125,0.00151752684749932,0.007284128867996736
413,1,1,CADC0888,5,205,47,0.5480484181860916,2.131718083852252,1.460040439115387,3.5646858085390303,0.8368872919861513,6,3,3,6,6,3.178518905387108,7.309401468854638,1025,235,0.010398624799279279,0.04535570391175004
414,0,1,CADC0888,5,375,76,0.652400384557682,0.14606347710470957,0.3821825180521861,-1.1974046036907544,0.0037586521022797107,0,1,1,20,22,8.669432880937694e-05,0.00023844343226554586,1875,380,0.00038950260561255887,0.0019218878566409155
415,1,1,CADC0888,5,405,70,0.5505090236461148,0.5714719018796686,0.7559576058746076,10.652738780390921,-1.047759697364247,3,3,3,3,3,0.49159906573967926,1.0587204450924184,2625,350,0.0014110417330362188,0.008163884312566694
416,0,1,CADC0892,1,348,334,0.36347811922723733,0.17434327155605914,0.41754433483889963,-1.096363457556021,0.6717818181538994,2,2,2,1,2,0.008929635796835467,0.017915278137445534,378,334,0.0005009864125174113,0.000521985842982213
417,0,1,CADC0892,1,160,161,0.785569773413075,0.20827977867187317,0.4563767946246535,-1.2055303841273182,-0.005337842699472096,0,1,1,52,52,0.00011812883741004916,0.0003750776935029723,160,161,0.0013017486166992073,0.0012936632215644296
418,0,0,CADC0892,1,301,302,0.349293257576366,6.197628170310402e-05,0.007872501616583132,0.11251932569485268,0.20157095012572723,76,1,1,94,101,0.00012626200475025027,0.00037100752664546483,301,302,2.0590126811662464e-07,2.0521947583809276e-07
419,1,1,CADC0892,1,364,319,0.29786254552072317,0.11568641758162745,0.34012706093697903,0.6593407796695692,1.0228788908594297,1,1,1,1,2,0.010465599629280072,0.021113860197210742,492,319,0.00031781982852095454,0.00036265334665086974
420,0,1,CADC0892,1,194,195,0.522213340889785,0.3018685294022784,0.5494256359165255,-1.063602635626998,0.7026062977096732,1,2,2,1,2,0.009378151654660391,0.018647443428394368,194,195,0.0015560233474344247,0.0015480437405245044
421,0,0,CADC0892,1,122,134,0.685109641570974,0.14729067401130908,0.38378467141264133,-0.4995323806921186,-1.2243931619476913,0,2,2,1,2,0.012209331558838344,0.02474129784300903,122,134,0.0012073006066500745,0.0010991841344127544
422,0,1,CADC0892,1,309,249,0.7851824464720671,0.20737530934038445,0.45538479260992504,-1.2015856701262049,4.684874213932129e-05,0,1,1,82,86,0.00010071261447313997,0.0003099297439517638,431,249,0.0006711175059559367,0.0008328325676320661
423,0,1,CADC0892,1,270,271,0.7855185531326587,0.2070875875116416,0.45506877228792747,-1.2026579130771506,-0.00021495875044419857,0,1,1,83,87,0.0001290506039267661,0.00039330648098341716,270,271,0.0007669910648579319,0.0007641608395263528
424,0,1,CADC0892,1,396,397,0.42596042572842685,0.27953877914875275,0.5287142698554227,-0.7629271146190151,0.881906196686241,2,2,2,1,2,0.006925631078275841,0.013819446777917044,396,397,0.0007059060079513958,0.0007041279071756996
425,0,1,CADC0892,1,264,224,0.7175291788555808,0.42247456288571605,0.6499804326944897,-1.7295434880670495,0.11255497192328767,2,2,1,1,2,0.009778161573717347,0.019262771507278027,364,224,0.0016002824351731668,0.0018860471557398037
426,0,1,CADC0892,1,51,52,0.9779447993435709,0.24751154708190534,0.49750532367192346,-1.0886022141641793,-0.48795824364357887,1,1,1,4,17,0.0047649569643812275,0.0004491727309987948,51,52,0.004853167589841281,0.004759837443882795
427,0,1,CADC0892,1,148,149,1.1921337465100565,6.522836314291428e-05,0.008076407811825396,-0.3547334239237032,0.05313314537118788,42,1,1,49,56,0.00012932192090671734,0.00038016388765957544,148,149,4.4073218339806947e-07,4.3777424928130387e-07
428,0,1,CADC0892,1,348,349,0.6355584143670672,0.4106627329675015,0.6408297222878333,-1.6121630464730565,0.3343539528086773,2,2,1,1,2,0.007025768321806818,0.01401717012527023,348,349,0.0011800653246192571,0.0011766840486174828
429,0,1,CADC0892,1,312,313,0.7859462366085753,0.20707095448695687,0.4550504966341174,-1.2003098039661149,-0.0007809421235537704,0,1,1,104,111,9.59450936342019e-05,0.0002963486331550964,312,313,0.0006636889566889643,0.0006615685446867631
430,0,0,CADC0892,1,207,221,0.7855767074361762,0.20755724358490682,0.4555845076217,-1.2056787633364854,0.0008877682757629562,0,1,1,75,79,0.00013361131188402566,0.0004043472902305308,207,221,0.001002691997994719,0.000939173047895506
431,0,1,CADC0892,1,270,244,0.45436321526819506,0.3003492229746513,0.5480412602848906,-0.9088947268452685,0.8111084445836011,2,2,2,1,2,0.011363822217578192,0.02275223406730298,324,244,0.0011124045295357455,0.001230939438420702
432,0,1,CADC0892,1,328,329,0.7849713384153659,0.20726661582505504,0.4552654344720836,-1.2047675523251329,-0.0005322811667048371,0,1,1,105,110,0.00011514024356913926,0.00035175371463234403,328,329,0.0006319104141007776,0.0006299897137539667
433,0,1,CADC0892,1,313,283,0.8574623962637009,6.193524530897066e-05,0.007869894872802981,-0.027773729974185812,-0.06285192589844822,79,1,1,87,94,0.00012806044591335286,0.00038971425192260077,375,283,1.9787618309575289e-07,2.188524569221578e-07
